id,indicator,type,description,severity,first_seen,confidence
6101,23a968e1ce608dde0a77aa73e436d65c,hash,Auto-generated indicator,medium,2026-03-20,0.52
6102,04d080cb11a7d8079b1a266e0252ce4e,hash,Auto-generated indicator,low,2025-04-05,0.49
6103,1071ede876074abe6be745da9caaf4dc,hash,Auto-generated indicator,low,2025-09-04,0.41
6104,login9910.net,domain,Auto-generated indicator,medium,2024-08-12,0.43
6105,edad433daf266fe1af05392b5d82b2ab,hash,Auto-generated indicator,low,2021-04-02,0.44
6106,156.102.70.17,ip,Auto-generated indicator,low,2022-03-04,0.51
6107,77.131.80.27,ip,Auto-generated indicator,low,2022-02-16,0.42
6108,193.155.194.119,ip,Auto-generated indicator,low,2024-08-16,0.6
6109,0aa387006433f2d430bf21991cc3df62,hash,Auto-generated indicator,low,2024-01-21,0.73
6110,4e03f6e4575afbcae4ce328f70046fd6,hash,Auto-generated indicator,low,2023-06-27,0.72
6111,8.244.115.7,ip,Auto-generated indicator,high,2022-06-22,0.53
6112,ad70178f9b3278926090d3e1b9bf308e,hash,Auto-generated indicator,medium,2021-03-24,0.42
6113,accounts9227.net,domain,Auto-generated indicator,low,2025-07-03,0.63
6114,portal2950.org,domain,Auto-generated indicator,low,2025-08-26,0.64
6115,accounts3373.org,domain,Auto-generated indicator,low,2023-05-21,0.44
6116,306cfb599931c1b5a5c0e4c6739e5a53,hash,Auto-generated indicator,medium,2022-07-19,0.51
6117,5fe06fbd67d61d0162699a220d684682,hash,Auto-generated indicator,low,2021-11-25,0.93
6118,224.6.90.156,ip,Auto-generated indicator,low,2023-06-09,0.81
6119,f43e4065dcf86bae97d8489c4ac8886f,hash,Auto-generated indicator,low,2024-12-20,0.96
6120,accounts4080.net,domain,Auto-generated indicator,medium,2022-04-12,0.93
6121,ef927dc8546fae22fda3d4f99833f4cf,hash,Auto-generated indicator,low,2023-06-01,0.62
6122,benign8180.net,domain,Auto-generated indicator,low,2021-07-19,0.97
6123,112.160.198.98,ip,Auto-generated indicator,low,2024-03-14,0.92
6124,service7541.info,domain,Auto-generated indicator,low,2024-01-12,0.6
6125,service8448.info,domain,Auto-generated indicator,medium,2025-04-15,0.58
6126,service3639.net,domain,Auto-generated indicator,critical,2023-10-31,0.91
6127,secure4135.net,domain,Auto-generated indicator,medium,2024-08-05,0.69
6128,4d9575885ca1d401584f9e8e0ff6eaf1,hash,Auto-generated indicator,high,2024-07-02,0.61
6129,service6192.net,domain,Auto-generated indicator,high,2022-02-25,0.85
6130,b764a8fe7851ab143fbdc09b2d72917b,hash,Auto-generated indicator,medium,2024-08-31,0.97
6131,accounts9162.com,domain,Auto-generated indicator,medium,2023-02-05,0.6
6132,160.175.213.70,ip,Auto-generated indicator,low,2022-01-03,0.42
6133,552b329c51a3fe0b053fbefd71e80d6e,hash,Auto-generated indicator,low,2024-07-27,0.91
6134,106.198.131.122,ip,Auto-generated indicator,medium,2021-08-16,0.95
6135,portal1447.info,domain,Auto-generated indicator,low,2021-05-25,0.83
6136,193d52568929fa3c6f094f84bd35e584,hash,Auto-generated indicator,low,2025-06-28,0.46
6137,166.19.67.20,ip,Auto-generated indicator,medium,2020-12-19,0.7
6138,service1456.net,domain,Auto-generated indicator,medium,2023-09-02,0.64
6139,108.233.45.96,ip,Auto-generated indicator,low,2024-02-17,0.5
6140,98.129.38.189,ip,Auto-generated indicator,low,2022-12-14,0.93
6141,secure143.net,domain,Auto-generated indicator,low,2023-09-28,0.96
6142,service9996.com,domain,Auto-generated indicator,medium,2023-01-23,0.63
6143,8ad592ce243cbf0429888b6a0792ef99,hash,Auto-generated indicator,low,2023-09-21,0.75
6144,fbd1581bc2b09a05c03ad5bb29950728,hash,Auto-generated indicator,low,2021-01-13,0.61
6145,update1400.net,domain,Auto-generated indicator,low,2024-12-12,0.42
6146,118.59.64.36,ip,Auto-generated indicator,low,2021-03-15,0.98
6147,137.157.161.177,ip,Auto-generated indicator,low,2025-12-30,0.7
6148,service2181.com,domain,Auto-generated indicator,low,2025-03-03,0.91
6149,suspicious5056.info,domain,Auto-generated indicator,medium,2021-06-28,0.83
6150,4df413da1c5dc9bd3abb3122479c1148,hash,Auto-generated indicator,low,2023-06-03,0.58
6151,secure5858.net,domain,Auto-generated indicator,low,2025-06-18,0.93
6152,e49ffe8cc18fb6eb0e0ec661296b8ed0,hash,Auto-generated indicator,medium,2021-03-13,0.56
6153,101.9.225.1,ip,Auto-generated indicator,high,2023-02-25,0.51
6154,login5478.net,domain,Auto-generated indicator,high,2021-05-22,0.64
6155,2581ca7f7bc2ac396ea5313ab8e54a52,hash,Auto-generated indicator,medium,2022-07-10,0.63
6156,25.154.88.64,ip,Auto-generated indicator,low,2025-12-08,0.76
6157,183.100.142.177,ip,Auto-generated indicator,low,2021-06-11,0.7
6158,accounts2410.info,domain,Auto-generated indicator,high,2024-05-13,0.47
6159,465257ee481c62c282d1278151d55412,hash,Auto-generated indicator,medium,2021-03-02,0.5
6160,portal2872.info,domain,Auto-generated indicator,low,2024-04-25,0.68
6161,portal7871.org,domain,Auto-generated indicator,low,2022-12-08,0.57
6162,service2007.net,domain,Auto-generated indicator,high,2021-05-22,0.78
6163,portal2673.com,domain,Auto-generated indicator,medium,2020-12-14,0.58
6164,5b0af11a36e42d6d933a3e52e26a93d3,hash,Auto-generated indicator,low,2025-01-12,0.43
6165,9cfd4c8be1bb133f826bdef23fb73144,hash,Auto-generated indicator,high,2022-04-12,0.88
6166,6f40401e17b7f1d5654eec8b9520ae6f,hash,Auto-generated indicator,low,2022-02-27,0.62
6167,28.163.138.24,ip,Auto-generated indicator,low,2024-03-16,0.56
6168,e5cee1131950453a324fd8b75969381f,hash,Auto-generated indicator,low,2023-07-31,0.54
6169,08415232bb02773fb55f669d2be29cd9,hash,Auto-generated indicator,medium,2022-10-26,0.54
6170,4b6598ad050ce75d09a726c9a389168d,hash,Auto-generated indicator,low,2025-08-31,0.57
6171,portal9496.net,domain,Auto-generated indicator,low,2021-02-19,0.96
6172,177.16.36.3,ip,Auto-generated indicator,medium,2023-02-20,0.87
6173,e7909132af25fa19468eb1bbe8e54a0b,hash,Auto-generated indicator,high,2024-09-26,0.89
6174,a5f063c68180952331781d93cdb2d480,hash,Auto-generated indicator,medium,2025-07-11,0.95
6175,55085f9bfbc8f21d2cc404706e4d02a9,hash,Auto-generated indicator,high,2022-10-20,0.49
6176,835361108cae38e8aa138d37fe9667b3,hash,Auto-generated indicator,high,2024-07-29,0.66
6177,8.146.229.145,ip,Auto-generated indicator,low,2025-04-18,0.79
6178,24c418b28b800fe73e306fd5cbeb9270,hash,Auto-generated indicator,medium,2021-08-13,0.43
6179,accounts406.net,domain,Auto-generated indicator,high,2022-01-26,0.46
6180,6.116.94.229,ip,Auto-generated indicator,medium,2024-11-14,0.63
6181,116.9.186.78,ip,Auto-generated indicator,low,2024-07-06,0.9
6182,suspicious8243.info,domain,Auto-generated indicator,low,2024-07-07,0.66
6183,210.210.60.249,ip,Auto-generated indicator,low,2021-03-12,0.77
6184,167.111.181.220,ip,Auto-generated indicator,medium,2021-08-16,0.61
6185,update283.org,domain,Auto-generated indicator,high,2022-05-05,0.65
6186,4.182.62.209,ip,Auto-generated indicator,medium,2020-12-17,0.43
6187,0d9e6b5f8642797c7d7fdf20b020f9ef,hash,Auto-generated indicator,low,2023-05-29,0.86
6188,182.199.24.136,ip,Auto-generated indicator,low,2025-04-21,0.83
6189,191.157.59.41,ip,Auto-generated indicator,medium,2021-09-14,0.67
6190,ba445212a2bce833fe2559867786c8e3,hash,Auto-generated indicator,low,2025-12-09,0.44
6191,secure4963.net,domain,Auto-generated indicator,medium,2025-10-24,0.49
6192,login1472.info,domain,Auto-generated indicator,high,2021-03-10,0.95
6193,140.216.84.104,ip,Auto-generated indicator,critical,2023-06-09,0.87
6194,184.247.176.69,ip,Auto-generated indicator,high,2021-12-22,0.41
6195,a2b4bee10f159dfa07770c248bbac293,hash,Auto-generated indicator,critical,2022-04-18,0.85
6196,107.192.84.240,ip,Auto-generated indicator,critical,2025-10-07,0.4
6197,141.38.1.55,ip,Auto-generated indicator,low,2021-01-31,0.97
6198,29b031b9b215c017390f7ce2f19d2438,hash,Auto-generated indicator,low,2023-10-27,0.92
6199,benign5120.net,domain,Auto-generated indicator,low,2026-05-12,0.94
6200,edfba259fee5ced392947b0c5b2ecb9f,hash,Auto-generated indicator,low,2023-10-24,0.86
6201,194.62.169.88,ip,Auto-generated indicator,high,2023-10-31,0.66
6202,secure6536.com,domain,Auto-generated indicator,medium,2025-05-17,0.93
6203,8ba3bc1e00fa26e60a1156e6f55b8bc1,hash,Auto-generated indicator,low,2021-12-10,0.98
6204,suspicious495.org,domain,Auto-generated indicator,medium,2022-12-10,0.55
6205,update6790.com,domain,Auto-generated indicator,low,2025-01-25,0.62
6206,login2650.info,domain,Auto-generated indicator,medium,2025-03-16,0.87
6207,3e73bc505dee28b43f6646401406f2c2,hash,Auto-generated indicator,low,2024-07-25,0.46
6208,suspicious5225.org,domain,Auto-generated indicator,low,2025-05-07,0.67
6209,fb58aa868bb1f212eb453cebca3bdc8f,hash,Auto-generated indicator,low,2022-07-19,0.78
6210,230.225.211.150,ip,Auto-generated indicator,high,2022-10-27,0.94
6211,update6170.net,domain,Auto-generated indicator,medium,2023-10-18,0.43
6212,service5499.net,domain,Auto-generated indicator,critical,2021-03-09,0.8
6213,secure7101.info,domain,Auto-generated indicator,medium,2023-02-21,0.9
6214,45244c252709a9721068a9f496675e93,hash,Auto-generated indicator,low,2026-04-23,0.46
6215,57ccec86a5ebf94bc2f2869669b0f9f6,hash,Auto-generated indicator,high,2024-12-11,0.66
6216,0799d19197bdf81c7c96535f09c0beeb,hash,Auto-generated indicator,low,2025-10-10,0.44
6217,50a7ee30ba53b70bfd78cb5efbd04fa3,hash,Auto-generated indicator,critical,2026-02-14,0.42
6218,benign8072.org,domain,Auto-generated indicator,low,2025-11-18,0.69
6219,ec09e35b59a4406e9d16ae5cd8c695e4,hash,Auto-generated indicator,low,2022-08-07,0.59
6220,1a20e74dab5c33406797b8262c0f990d,hash,Auto-generated indicator,low,2024-04-12,0.83
6221,180.22.189.21,ip,Auto-generated indicator,low,2022-02-28,0.54
6222,service8991.org,domain,Auto-generated indicator,low,2025-09-28,0.98
6223,71.236.3.11,ip,Auto-generated indicator,low,2021-07-09,0.88
6224,217.128.51.131,ip,Auto-generated indicator,medium,2024-06-17,0.81
6225,secure37.net,domain,Auto-generated indicator,high,2022-01-10,0.69
6226,29.154.112.116,ip,Auto-generated indicator,low,2021-03-08,0.45
6227,cef82bf60d21991901bf835cb2612faf,hash,Auto-generated indicator,low,2023-04-27,0.88
6228,185.65.163.27,ip,Auto-generated indicator,high,2023-05-22,0.61
6229,b9c4b12e09a4fc9205f7fb782adca3ac,hash,Auto-generated indicator,low,2021-08-11,0.41
6230,service6249.net,domain,Auto-generated indicator,medium,2023-07-27,0.5
6231,184.169.83.201,ip,Auto-generated indicator,low,2024-07-06,0.69
6232,22.244.227.237,ip,Auto-generated indicator,critical,2021-01-31,0.85
6233,90.25.253.212,ip,Auto-generated indicator,low,2022-12-10,0.67
6234,222.132.249.68,ip,Auto-generated indicator,medium,2026-02-11,0.86
6235,188.115.192.158,ip,Auto-generated indicator,high,2023-02-06,0.47
6236,37.0.168.110,ip,Auto-generated indicator,critical,2022-06-22,0.42
6237,34.199.22.97,ip,Auto-generated indicator,low,2026-03-31,0.78
6238,6fabfc7013c66058c43c4e7841114dcc,hash,Auto-generated indicator,low,2022-01-16,0.68
6239,184.166.12.16,ip,Auto-generated indicator,medium,2022-03-23,0.68
6240,bd5eb2586223b7d8782a0f7da38ce037,hash,Auto-generated indicator,low,2022-11-21,0.57
6241,11.106.126.211,ip,Auto-generated indicator,low,2020-11-25,0.88
6242,30.185.114.95,ip,Auto-generated indicator,critical,2022-09-06,0.88
6243,1a8829c8428b532ccf8f25fcae6b4987,hash,Auto-generated indicator,low,2025-04-11,0.9
6244,7a41e5918c3e700063a47c44a4ff8ac2,hash,Auto-generated indicator,high,2024-09-01,0.95
6245,5acf3a517c4d42e682234629acd12e60,hash,Auto-generated indicator,low,2025-11-03,0.85
6246,240.218.226.52,ip,Auto-generated indicator,medium,2023-10-07,0.83
6247,f13e01f8d4c2509d6e703ba0fe21edcf,hash,Auto-generated indicator,medium,2022-03-18,0.62
6248,accounts6106.net,domain,Auto-generated indicator,low,2023-04-26,0.84
6249,e598a5b297c4faaa45c97283272e5b3b,hash,Auto-generated indicator,low,2024-11-05,0.55
6250,update4151.org,domain,Auto-generated indicator,low,2024-10-10,0.87
6251,3a47812f5dcc0f86ec99c99f4422d892,hash,Auto-generated indicator,low,2022-05-19,0.5
6252,0eb432098e2e139450724cd50ae1aceb,hash,Auto-generated indicator,low,2021-09-30,0.86
6253,accounts8167.info,domain,Auto-generated indicator,low,2024-08-18,0.91
6254,accounts9073.info,domain,Auto-generated indicator,low,2022-06-27,0.92
6255,suspicious7074.net,domain,Auto-generated indicator,medium,2022-02-26,0.94
6256,service178.net,domain,Auto-generated indicator,medium,2025-11-23,0.45
6257,245.35.105.141,ip,Auto-generated indicator,high,2026-01-19,0.81
6258,17.178.165.153,ip,Auto-generated indicator,low,2020-12-24,0.5
6259,ae1bcc2404f20677037febdd804486ae,hash,Auto-generated indicator,low,2021-10-24,0.59
6260,service8145.net,domain,Auto-generated indicator,low,2025-11-20,0.5
6261,malicious5200.com,domain,Auto-generated indicator,low,2023-04-20,0.55
6262,4.40.131.107,ip,Auto-generated indicator,low,2024-01-18,0.91
6263,portal6093.info,domain,Auto-generated indicator,low,2024-06-25,0.63
6264,malicious9766.org,domain,Auto-generated indicator,low,2026-01-07,0.56
6265,122.157.76.218,ip,Auto-generated indicator,low,2021-12-18,0.61
6266,250.81.55.43,ip,Auto-generated indicator,low,2021-09-15,0.76
6267,13.50.192.95,ip,Auto-generated indicator,medium,2022-01-26,0.83
6268,179.218.161.37,ip,Auto-generated indicator,medium,2021-09-10,0.88
6269,181.9.211.65,ip,Auto-generated indicator,medium,2024-10-26,0.75
6270,96c775c4c4e27ecd5f0bc23f4c155725,hash,Auto-generated indicator,low,2022-06-13,0.63
6271,150.92.183.8,ip,Auto-generated indicator,high,2025-11-18,0.86
6272,benign1383.info,domain,Auto-generated indicator,high,2025-11-18,0.72
6273,accounts5624.info,domain,Auto-generated indicator,low,2023-08-23,0.89
6274,suspicious873.org,domain,Auto-generated indicator,low,2023-04-16,0.92
6275,f753a222e6ef16d2e34db0ed7f99e6bc,hash,Auto-generated indicator,low,2023-12-24,0.79
6276,327748bee64a25700068a6471389fe32,hash,Auto-generated indicator,high,2021-11-09,0.97
6277,login699.net,domain,Auto-generated indicator,low,2024-05-11,0.53
6278,790275f8f8a852f9e53dd663b954e2cc,hash,Auto-generated indicator,high,2025-07-21,0.93
6279,service5842.net,domain,Auto-generated indicator,low,2023-11-07,0.56
6280,benign2888.org,domain,Auto-generated indicator,medium,2021-10-01,0.53
6281,ed88a0637b4cfeecc9185ddf71707b13,hash,Auto-generated indicator,medium,2021-07-24,0.69
6282,23.51.214.100,ip,Auto-generated indicator,medium,2022-07-24,0.42
6283,178.133.52.223,ip,Auto-generated indicator,low,2021-12-10,0.64
6284,3ad09afa68452a494ad462b97db79f92,hash,Auto-generated indicator,high,2022-05-07,0.82
6285,dfc05d4665f823fa10e826c1d881e223,hash,Auto-generated indicator,high,2025-03-22,0.89
6286,login509.com,domain,Auto-generated indicator,high,2023-06-09,0.67
6287,service2900.org,domain,Auto-generated indicator,low,2022-12-12,0.8
6288,213.187.24.247,ip,Auto-generated indicator,low,2022-02-27,0.51
6289,86.106.52.139,ip,Auto-generated indicator,high,2021-08-26,0.49
6290,6e02d4e6cdd377ff6c20b9e0d6f1cf5c,hash,Auto-generated indicator,low,2021-07-22,0.88
6291,suspicious705.org,domain,Auto-generated indicator,high,2023-10-27,0.8
6292,accounts8954.org,domain,Auto-generated indicator,low,2024-06-06,0.57
6293,benign9012.info,domain,Auto-generated indicator,low,2024-01-26,0.93
6294,benign97.org,domain,Auto-generated indicator,low,2022-07-28,0.41
6295,suspicious1692.org,domain,Auto-generated indicator,medium,2024-01-20,0.86
6296,service2631.info,domain,Auto-generated indicator,medium,2021-04-14,0.61
6297,update9174.net,domain,Auto-generated indicator,high,2023-01-28,0.42
6298,149.154.2.85,ip,Auto-generated indicator,low,2021-09-18,0.81
6299,accounts9049.net,domain,Auto-generated indicator,low,2022-04-20,0.62
6300,556ad54b9c2dfb80004e3df22aa8b7de,hash,Auto-generated indicator,medium,2024-07-05,0.62
6301,6.11.255.190,ip,Auto-generated indicator,low,2022-10-15,0.79
6302,suspicious5567.info,domain,Auto-generated indicator,low,2024-06-11,0.93
6303,1ef3566753a9b62b7430c517bbb76b6b,hash,Auto-generated indicator,low,2023-12-15,0.96
6304,3748fea77cc0d58dda3f229c1b7eff84,hash,Auto-generated indicator,medium,2024-12-28,0.63
6305,service6660.info,domain,Auto-generated indicator,medium,2023-07-08,0.58
6306,193.190.186.137,ip,Auto-generated indicator,high,2024-08-21,0.49
6307,2cec46cb62527108a93829dff2c43849,hash,Auto-generated indicator,low,2021-06-20,0.45
6308,2c0840cdd51c31bef1f56f5d234a1824,hash,Auto-generated indicator,low,2023-05-11,0.52
6309,121.183.103.119,ip,Auto-generated indicator,medium,2022-10-24,0.91
6310,7acdac0a3171992ca560b99e154080d0,hash,Auto-generated indicator,low,2021-02-14,0.49
6311,7.175.116.40,ip,Auto-generated indicator,low,2024-05-15,0.43
6312,login20.com,domain,Auto-generated indicator,low,2025-06-05,0.65
6313,suspicious5740.org,domain,Auto-generated indicator,medium,2021-04-28,0.91
6314,116.221.16.17,ip,Auto-generated indicator,medium,2024-10-23,0.71
6315,222.152.157.15,ip,Auto-generated indicator,low,2022-04-21,0.44
6316,31b62f4a0f9ef4f203c4f4d3db1d28ed,hash,Auto-generated indicator,medium,2022-01-09,0.41
6317,d20766e24289d7cbd22fd70a50802052,hash,Auto-generated indicator,medium,2021-02-12,0.64
6318,secure7148.com,domain,Auto-generated indicator,medium,2023-08-16,0.67
6319,42.221.4.215,ip,Auto-generated indicator,critical,2022-11-09,0.89
6320,10ba46199ef176f4458ebf17e0012b92,hash,Auto-generated indicator,high,2025-11-07,0.48
6321,57cd7ae4845c23af8e563a59addcffdd,hash,Auto-generated indicator,low,2025-09-25,0.53
6322,benign7707.info,domain,Auto-generated indicator,low,2022-01-09,0.44
6323,portal5887.net,domain,Auto-generated indicator,low,2022-04-20,0.93
6324,secure4769.net,domain,Auto-generated indicator,high,2025-03-09,0.7
6325,9e838afda66a9ce3550e8e055737d230,hash,Auto-generated indicator,low,2025-10-30,0.86
6326,portal1275.com,domain,Auto-generated indicator,high,2025-12-17,0.87
6327,210.48.145.71,ip,Auto-generated indicator,critical,2022-06-10,0.95
6328,055a6118fac03a33dc08f1919df8b047,hash,Auto-generated indicator,medium,2021-06-12,0.55
6329,7ca7dbe253e9448b653cce556aea1b3f,hash,Auto-generated indicator,low,2021-01-30,0.9
6330,4f2573c8a4d4312ca803f53075c7e138,hash,Auto-generated indicator,medium,2022-05-22,0.75
6331,suspicious3937.org,domain,Auto-generated indicator,low,2023-09-24,0.45
6332,c7c217b43a19623249e8d52f60aed3e0,hash,Auto-generated indicator,low,2023-12-18,0.57
6333,portal6344.org,domain,Auto-generated indicator,low,2025-03-10,0.7
6334,suspicious9821.net,domain,Auto-generated indicator,medium,2023-02-19,0.44
6335,693bcec9fdb97dfe4e9816302e6a0cdd,hash,Auto-generated indicator,medium,2022-08-16,0.68
6336,23fc9f6ddac50009ac9401e58a5f8c40,hash,Auto-generated indicator,medium,2022-05-18,0.71
6337,81.235.146.84,ip,Auto-generated indicator,high,2023-01-22,0.91
6338,100.189.30.106,ip,Auto-generated indicator,medium,2024-03-13,0.79
6339,3fbdc8c9d64d7979eab5115f8a6275ba,hash,Auto-generated indicator,high,2025-06-22,0.69
6340,150.181.221.147,ip,Auto-generated indicator,low,2025-09-26,0.5
6341,login9768.com,domain,Auto-generated indicator,low,2021-08-31,0.57
6342,accounts3898.net,domain,Auto-generated indicator,medium,2022-01-01,0.45
6343,26abedf21fd08477f33915370afab626,hash,Auto-generated indicator,low,2024-08-02,0.71
6344,login4147.com,domain,Auto-generated indicator,low,2025-11-07,0.82
6345,334aae564a8e2c49ae9c8642370580d9,hash,Auto-generated indicator,low,2023-08-25,0.57
6346,99.201.247.103,ip,Auto-generated indicator,low,2021-08-09,0.68
6347,secure5938.net,domain,Auto-generated indicator,medium,2023-09-29,0.87
6348,accounts9910.org,domain,Auto-generated indicator,medium,2025-11-22,0.41
6349,197.224.201.125,ip,Auto-generated indicator,medium,2022-12-10,0.93
6350,30273a21ce370e17ac5cc5ded4147006,hash,Auto-generated indicator,low,2022-02-22,0.62
6351,220.244.111.217,ip,Auto-generated indicator,medium,2023-08-01,0.79
6352,157.12.27.204,ip,Auto-generated indicator,low,2022-08-21,0.64
6353,221.172.141.133,ip,Auto-generated indicator,critical,2024-04-01,0.84
6354,11.255.182.246,ip,Auto-generated indicator,medium,2023-06-20,0.92
6355,222.139.134.80,ip,Auto-generated indicator,low,2022-10-03,0.69
6356,6dac741d2329d81b5daaf74df2a4fb5f,hash,Auto-generated indicator,high,2023-12-18,0.46
6357,login834.org,domain,Auto-generated indicator,high,2025-05-14,0.53
6358,malicious2767.info,domain,Auto-generated indicator,high,2022-07-26,0.8
6359,9b719f7803fa67f318eddb99839fb610,hash,Auto-generated indicator,medium,2021-08-22,0.85
6360,18e60e3a85767b3331c7cef77252e3d6,hash,Auto-generated indicator,low,2021-11-12,0.91
6361,227.135.65.38,ip,Auto-generated indicator,high,2024-08-25,0.49
6362,17.143.136.162,ip,Auto-generated indicator,low,2022-01-20,0.86
6363,124.106.125.45,ip,Auto-generated indicator,high,2021-12-02,0.65
6364,152.55.99.243,ip,Auto-generated indicator,low,2025-09-23,0.64
6365,suspicious9771.net,domain,Auto-generated indicator,medium,2023-08-22,0.93
6366,238.241.146.83,ip,Auto-generated indicator,medium,2023-04-29,0.55
6367,78.243.153.191,ip,Auto-generated indicator,low,2021-01-15,0.52
6368,175.225.118.151,ip,Auto-generated indicator,medium,2024-09-21,0.92
6369,0cb6c26ed3ddbcebbbc3927e5d51fe40,hash,Auto-generated indicator,high,2023-09-18,0.44
6370,d59fd45abcc97f4d7df1ffc1c8bcc988,hash,Auto-generated indicator,high,2022-01-27,0.51
6371,04e704074ad55d6068741f1980d5d093,hash,Auto-generated indicator,low,2022-01-20,0.76
6372,56.151.226.137,ip,Auto-generated indicator,low,2024-06-19,0.8
6373,secure2259.org,domain,Auto-generated indicator,high,2026-01-10,0.46
6374,portal17.com,domain,Auto-generated indicator,medium,2024-04-18,0.64
6375,f280e983ce3de21cddf01d6a7f18508a,hash,Auto-generated indicator,medium,2021-02-04,0.77
6376,update5328.net,domain,Auto-generated indicator,low,2024-10-31,0.61
6377,0d93fbc5c546a2377fef6f4a336e0b1a,hash,Auto-generated indicator,critical,2023-03-28,0.83
6378,22.254.248.8,ip,Auto-generated indicator,medium,2023-06-01,0.66
6379,portal3380.org,domain,Auto-generated indicator,low,2021-03-15,0.62
6380,3b0c367043d8fbf68d4f7aeb2de4b5c6,hash,Auto-generated indicator,medium,2023-02-23,0.73
6381,accounts2291.org,domain,Auto-generated indicator,high,2022-01-16,0.69
6382,203.48.230.231,ip,Auto-generated indicator,high,2024-12-03,0.79
6383,a09631e41f7cc9b86b4abd25f570f67e,hash,Auto-generated indicator,low,2021-02-03,0.76
6384,7f8ed7b0f93a25f39a12ba6689fbd94e,hash,Auto-generated indicator,low,2022-03-23,0.9
6385,77019f40e4980840c26588cc6eea1602,hash,Auto-generated indicator,low,2021-11-20,0.87
6386,186.245.200.67,ip,Auto-generated indicator,medium,2022-05-01,0.54
6387,230.176.207.245,ip,Auto-generated indicator,high,2022-01-17,0.47
6388,malicious4647.net,domain,Auto-generated indicator,low,2022-11-10,0.96
6389,portal5338.net,domain,Auto-generated indicator,medium,2021-08-14,0.68
6390,181.227.227.68,ip,Auto-generated indicator,high,2021-07-09,0.5
6391,4040f97ce129bafdb6a6cb6592f2708d,hash,Auto-generated indicator,high,2023-04-27,0.45
6392,2d6252b2792b0a9cdbe9c43151280a2b,hash,Auto-generated indicator,low,2024-08-22,0.89
6393,0349ad8c413d93917ab538859275fde9,hash,Auto-generated indicator,low,2024-11-11,0.45
6394,200.255.90.171,ip,Auto-generated indicator,low,2024-03-26,0.78
6395,secure5937.info,domain,Auto-generated indicator,low,2024-05-11,0.97
6396,7.203.194.163,ip,Auto-generated indicator,medium,2025-03-05,0.68
6397,e9bad39a670f6c7796e6d8dc2d53b26e,hash,Auto-generated indicator,low,2022-05-01,0.77
6398,cc26ff287fb77c5dc83c42e05af0215b,hash,Auto-generated indicator,high,2021-04-09,0.82
6399,dd88919c1ff197bf9e7c5f9d6457d233,hash,Auto-generated indicator,low,2021-08-12,0.81
6400,accounts8118.info,domain,Auto-generated indicator,low,2024-03-08,0.98
6401,174.3.209.223,ip,Auto-generated indicator,low,2023-01-27,0.89
6402,450930db4f970edee9133403b274d411,hash,Auto-generated indicator,medium,2024-02-26,0.67
6403,119.80.207.69,ip,Auto-generated indicator,low,2021-02-28,0.46
6404,906f703c8d7e7c542ef91faa3bfd938f,hash,Auto-generated indicator,low,2024-11-11,0.58
6405,d7031c755cf96326b1cb2980e7e90cbd,hash,Auto-generated indicator,high,2025-05-07,0.41
6406,e1582123f7d77273d67806fec0892465,hash,Auto-generated indicator,low,2021-01-02,0.85
6407,service5202.org,domain,Auto-generated indicator,low,2022-03-31,0.69
6408,33d79901767140eb0b0306f0a547daa8,hash,Auto-generated indicator,high,2022-03-19,0.73
6409,suspicious5002.info,domain,Auto-generated indicator,low,2025-04-21,0.92
6410,benign1424.info,domain,Auto-generated indicator,high,2024-03-18,0.72
6411,5c7fa62558700d5aa51c28a3c3a52ef0,hash,Auto-generated indicator,medium,2023-03-08,0.88
6412,166.139.163.139,ip,Auto-generated indicator,critical,2026-01-21,0.45
6413,67.138.122.113,ip,Auto-generated indicator,low,2025-02-16,0.58
6414,6b8d54610b31c9e1b72c351cdffad376,hash,Auto-generated indicator,medium,2024-04-08,0.45
6415,4848e2d44919316d67edf884b5b20a37,hash,Auto-generated indicator,low,2022-04-21,0.42
6416,237.26.60.145,ip,Auto-generated indicator,medium,2026-03-18,0.76
6417,suspicious9350.com,domain,Auto-generated indicator,medium,2021-06-28,0.93
6418,183.80.205.134,ip,Auto-generated indicator,low,2025-12-11,0.5
6419,malicious5011.info,domain,Auto-generated indicator,low,2021-03-03,0.87
6420,portal7733.com,domain,Auto-generated indicator,medium,2022-10-21,0.8
6421,216.226.12.116,ip,Auto-generated indicator,low,2021-07-05,0.99
6422,385ffaec1f38de29de508834f2de8124,hash,Auto-generated indicator,high,2023-10-17,0.88
6423,f7a9567e46ef22d15802789bd0ca01ba,hash,Auto-generated indicator,high,2023-05-30,0.89
6424,95fee2917f4f97f712ea8e66ebe67477,hash,Auto-generated indicator,low,2023-02-14,0.97
6425,141.21.53.186,ip,Auto-generated indicator,medium,2023-09-28,0.55
6426,secure6694.info,domain,Auto-generated indicator,medium,2023-09-20,0.53
6427,125.170.179.139,ip,Auto-generated indicator,high,2023-12-20,0.81
6428,login9387.info,domain,Auto-generated indicator,medium,2025-04-18,0.76
6429,0edb2114be460e9b4a74ed418296f790,hash,Auto-generated indicator,low,2025-04-05,0.46
6430,218.20.229.167,ip,Auto-generated indicator,low,2024-02-01,0.47
6431,edb9f9217ab70019cbc2c71c4904af67,hash,Auto-generated indicator,high,2024-03-10,0.61
6432,196.250.159.31,ip,Auto-generated indicator,medium,2025-05-23,0.63
